record_id,original_text,parent_family_id,intent_id,classification_status
"MQU-00865","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00866","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00867","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00868","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00869","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00870","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00871","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00872","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00873","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00874","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00875","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00876","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00877","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00878","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00879","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00880","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00881","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00882","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00883","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00884","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00885","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00886","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00887","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00888","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00889","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00890","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00891","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00892","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00893","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00894","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00895","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00896","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00897","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00898","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00899","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00900","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00901","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00902","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00903","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00904","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00905","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00906","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00907","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00908","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00909","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00910","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00911","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00912","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00913","Landing Page & Lead Generation Design","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00914","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00915","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00916","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00917","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00918","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00932","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00933","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00934","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00935","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00936","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00949","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00950","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00951","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00952","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00953","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00967","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00968","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00969","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00970","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00971","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00984","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00985","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00986","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00987","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-00988","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01002","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01003","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01004","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01005","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01006","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01019","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01020","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01021","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01022","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01023","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01028","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01029","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01030","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01031","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01032","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01035","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01036","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01037","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01038","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01039","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01053","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01054","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01055","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01056","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01057","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01070","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01071","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01072","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01073","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01074","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01092","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01093","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01094","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01095","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01096","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01097","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01098","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01099","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01100","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01101","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01102","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01103","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01104","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01105","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01106","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01107","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01108","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01109","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01110","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01111","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01112","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01113","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01114","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01115","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01116","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01117","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01118","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01119","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01120","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01121","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01122","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01123","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01124","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01125","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01126","SEO-Ready Website Engineering","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01127","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01128","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01129","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01130","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01131","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01145","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01146","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01147","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01148","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01149","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01162","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01163","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01164","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01165","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01166","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01190","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01191","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01192","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01193","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01194","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01195","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01196","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01197","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01198","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01199","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01200","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01201","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01202","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01203","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01204","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01205","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01206","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01207","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01208","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01209","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01210","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01211","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01212","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01213","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01214","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01215","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01216","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01217","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01218","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01219","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01220","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01221","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01222","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01223","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01224","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01225","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01226","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01227","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01228","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01229","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01230","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01231","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01232","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01233","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01234","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01235","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01236","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01237","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01238","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01239","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01240","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01241","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01242","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01243","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01244","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01245","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01246","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01247","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01248","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01249","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01250","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01251","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01252","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01253","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01254","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01255","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01256","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01257","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01258","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01259","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01260","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01261","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01262","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01263","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01264","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01265","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01266","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01267","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01268","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01269","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01270","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01271","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01272","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01273","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01274","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01275","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01276","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01277","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01278","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01279","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01280","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01281","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01282","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01283","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01284","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01285","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01286","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01287","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01288","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01289","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01290","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01291","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01292","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01293","Social Media Management & Content Systems","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01294","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01295","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01296","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01297","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01298","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
