record_id,query_text,status,routing_outcome
"MQU-00970","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00971","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00984","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00985","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00986","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00987","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-00988","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01002","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01003","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01004","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01005","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01006","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01019","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01020","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01021","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01022","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01023","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01028","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01029","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01030","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01031","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01032","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01035","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01036","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01037","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01038","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01039","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01053","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01054","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01055","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01056","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01057","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01070","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01071","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01072","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01073","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01074","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01092","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01093","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01094","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01095","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01096","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01097","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01098","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01099","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01100","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01101","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01102","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01103","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01104","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01105","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01106","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01107","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01108","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01109","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01110","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01111","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01112","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01113","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01114","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01115","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01116","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01117","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01118","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01119","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01120","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01121","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01122","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01123","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01124","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01125","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01126","SEO-Ready Website Engineering","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01127","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01128","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01129","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01130","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01131","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01145","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01146","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01147","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01148","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01149","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01162","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01163","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01164","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01165","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01166","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01190","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01191","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01192","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01193","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01194","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01195","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01196","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01197","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01198","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01199","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01200","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01201","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01202","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01203","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01204","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01205","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01206","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01207","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01208","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01209","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01210","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01211","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01212","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01213","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01214","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01215","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01216","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01217","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01218","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01219","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01220","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01221","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01222","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01223","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01224","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01225","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01226","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01227","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01228","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01229","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01230","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01231","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01232","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01233","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01234","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01235","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01236","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01237","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01238","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01239","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01240","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01241","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01242","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01243","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01244","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01245","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01246","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01247","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01248","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01249","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01250","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01251","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01252","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01253","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01254","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01255","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01256","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01257","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01258","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01259","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01260","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01261","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01262","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01263","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01264","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01265","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01266","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01267","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01268","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01269","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01270","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01271","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01272","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01273","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01274","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01275","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01276","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01277","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01278","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01279","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01280","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01281","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01282","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01283","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01284","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01285","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01286","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01287","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01288","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01289","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01290","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01291","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01292","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01293","Social Media Management & Content Systems","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01294","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01295","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01296","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01297","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01298","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01312","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01313","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01314","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01315","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01316","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01329","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01330","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01331","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01332","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01333","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01347","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01348","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01349","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01350","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01351","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01364","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01365","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01366","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01367","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01368","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01371","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01372","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01373","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01374","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01375","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01389","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01390","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01391","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01392","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01393","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01406","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01407","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01408","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01409","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01410","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01417","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01418","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01419","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01420","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01421","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01435","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01436","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01437","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01438","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01439","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01452","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01453","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01454","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01455","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01456","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01465","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01466","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01467","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01468","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01469","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01483","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01484","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01485","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01486","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01487","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01500","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01501","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01502","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01503","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01504","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01505","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01506","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01507","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01508","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01509","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01510","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01511","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01512","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01513","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01514","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01515","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01516","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01517","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01518","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01519","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01520","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01521","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01522","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01523","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01524","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01525","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01526","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01527","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01528","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01529","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01530","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01531","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01532","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01533","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01534","Website Redesign & SEO-Safe Rebuild","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01535","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01536","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01537","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01538","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01539","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01541","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01542","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01543","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01544","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01545","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01559","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01560","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01561","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01562","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01563","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01567","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01568","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01569","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01570","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01571","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01585","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01586","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01587","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01588","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01589","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01602","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01603","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01604","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01605","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01606","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01620","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01621","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01622","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01623","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01624","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01637","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01638","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01639","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01640","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01641","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01920","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
