question_id,original_text,normalized_text,source_file,source_platform,source_sheet,seed_topic,evidence_type,real_vs_synthetic,search_volume,frequency,competition,language,pii_removed,duplicate_status,duplicate_group_id,provenance_id,notes
"MQU-00374","Language:","language:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:3","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00375","Country:","country:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:4","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00376","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:5","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00377","Search Term","search term","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:6","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00378","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:7","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00379","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:8","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00380","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:9","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00381","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:10","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00382","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:11","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00383","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:12","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00384","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:13","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00385","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:14","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00386","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:15","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00387","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:16","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00388","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:17","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00389","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:18","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00390","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:ChatGPT:row:19","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00391","Search Term:","search term:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:2","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00392","Language:","language:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:3","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00393","Country:","country:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:4","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00394","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:5","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00395","Search Term","search term","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:6","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00396","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:7","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00397","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:8","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00398","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:9","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00399","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:10","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00400","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:11","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00401","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:12","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00402","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:13","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00403","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:14","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00404","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:15","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00405","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:16","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00406","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:17","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00407","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","business systems  process architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0076","all categories-business systems  process architecture-en-us-28-08-2026.xlsx:Gemini:row:18","Public Research Corpus Workbooks (all categories-business systems  process architecture-en-us-28-08-2026.xlsx)"
"MQU-00408","Search Term:","search term:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:2","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00409","Language:","language:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:3","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00410","Country:","country:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:4","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00411","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:5","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00412","Search Term","search term","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:6","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00413","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:7","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00414","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:8","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00415","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:9","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00416","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:10","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00417","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:11","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00418","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:12","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00419","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:13","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00420","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:14","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00421","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:15","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00422","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:16","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00423","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:17","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00424","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:18","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00425","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:ChatGPT:row:19","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00426","Search Term:","search term:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:2","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00427","Language:","language:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:3","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00428","Country:","country:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:4","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00429","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:5","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00430","Search Term","search term","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:6","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00431","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:7","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00432","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:8","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
"MQU-00433","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","custom business website design  development","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0077","all categories-custom business website design  development-en-us-28-08-2026.xlsx:Gemini:row:9","Public Research Corpus Workbooks (all categories-custom business website design  development-en-us-28-08-2026.xlsx)"
