question_id,original_text,normalized_text,source_file,source_platform,evidence_type,real_vs_synthetic,candidate_family_id,candidate_family_name,candidate_phase2_flow,candidate_flow_name,mapping_confidence,ambiguity_flag,high_risk_flag,search_volume,competition,mapping_rationale
"MQU-00334","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00335","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00336","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00337","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00338","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00339","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00340","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00341","Search Term:","search term:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00342","Language:","language:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00343","Country:","country:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00344","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00345","Search Term","search term","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00346","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00347","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00348","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00349","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00350","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00351","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00352","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00353","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00354","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00355","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00356","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00357","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00358","Search Term:","search term:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00359","Language:","language:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00360","Country:","country:","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00361","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00362","Search Term","search term","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00363","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00364","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00365","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00366","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00367","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00368","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00369","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00370","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00371","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00372","AI Search Optimization & GEO","ai search optimization & geo","all categories-ai search optimization  geo-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00373","Search Term:","search term:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00374","Language:","language:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00375","Country:","country:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00376","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00377","Search Term","search term","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00378","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00379","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00380","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00381","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00382","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00383","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00384","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00385","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00386","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00387","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00388","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00389","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00390","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00391","Search Term:","search term:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00392","Language:","language:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00393","Country:","country:","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00394","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00395","Search Term","search term","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00396","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00397","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00398","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00399","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00400","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00401","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00402","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00403","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00404","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00405","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00406","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00407","Business Systems & Process Architecture","business systems & process architecture","all categories-business systems  process architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-04","Technology Advisory & Fractional CTO","FLOW-06","Service Scope / Pricing Clarification",0.95,false,false,,,"Explicit advisory or fractional CTO keyword match."
"MQU-00408","Search Term:","search term:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00409","Language:","language:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00410","Country:","country:","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00411","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00412","Search Term","search term","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-00413","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00414","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00415","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-00416","Custom Business Website Design & Development","custom business website design & development","all categories-custom business website design  development-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
