clean_record_id,source_record_id,source,source_file,data_origin,original_text,normalized_text,language,duplicate_status,duplicate_group_id,occurrence_count,search_volume,frequency,competition,category,source_date,pii_removed,notes,service_hint
"QI-CLN-0085","QI-RAW-0085","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","fractional CTO services","fractional cto services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-025",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","480"
"QI-CLN-0086","QI-RAW-0086","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","types of IT consulting services","types of it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-026",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","480"
"QI-CLN-0087","QI-RAW-0087","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","healthcare IT consulting services","healthcare it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-027",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","390"
"QI-CLN-0088","QI-RAW-0088","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","IT consulting services near me","it consulting services near me","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-028",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","390"
"QI-CLN-0089","QI-RAW-0089","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","strategic IT consulting services","strategic it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-029",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","390"
"QI-CLN-0090","QI-RAW-0090","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","IT consulting services company","it consulting services company","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-030",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","320"
"QI-CLN-0091","QI-RAW-0091","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","business process automation consultant","business process automation consultant","ENGLISH","EXACT_DUPLICATE","DUP-GRP-031",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","260"
"QI-CLN-0092","QI-RAW-0092","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","IT consulting services for small business","it consulting services for small business","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-032",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","210"
"QI-CLN-0093","QI-RAW-0093","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","ERP consultant near me","erp consultant near me","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-033",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","210"
"QI-CLN-0094","QI-RAW-0094","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","managed IT consulting services","managed it consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-034",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","170"
"QI-CLN-0095","QI-RAW-0095","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","workflow automation consultant","workflow automation consultant","ENGLISH","EXACT_DUPLICATE","DUP-GRP-035",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","140"
"QI-CLN-0096","QI-RAW-0096","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","gen AI consulting services","gen ai consulting services","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-036",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","90"
"QI-CLN-0097","QI-RAW-0097","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","digital transformation advisor","digital transformation advisor","ENGLISH","DISTINCT","",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","70"
"QI-CLN-0098","QI-RAW-0098","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI","EXACT_DUPLICATE","DUP-GRP-010",5,,,,"","2026-08-06",false,"Organic search query term from keyword master list","Volume"
"QI-CLN-0099","QI-RAW-0099","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","**Website design services**","**website design services**","ENGLISH","DISTINCT","",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","**18,100**"
"QI-CLN-0100","QI-RAW-0100","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","web design agency","web design agency","ENGLISH","EXACT_DUPLICATE","DUP-GRP-037",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","27,100-33,100"
"QI-CLN-0101","QI-RAW-0101","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","web design agency india","web design agency india","ENGLISH","EXACT_DUPLICATE","DUP-GRP-038",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","4,400"
"QI-CLN-0102","QI-RAW-0102","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","small business website design services","small business website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-039",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","5,400"
"QI-CLN-0103","QI-RAW-0103","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","professional website design services","professional website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-040",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,300"
"QI-CLN-0104","QI-RAW-0104","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website design services","custom website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-041",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,000"
"QI-CLN-0105","QI-RAW-0105","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","branding services","branding services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-042",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","6,600"
"QI-CLN-0106","QI-RAW-0106","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI","EXACT_DUPLICATE","DUP-GRP-010",5,,,,"","2026-08-06",false,"Organic search query term from keyword master list","Volume"
"QI-CLN-0107","QI-RAW-0107","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website development","custom website development","ENGLISH","EXACT_DUPLICATE","DUP-GRP-043",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","2,400"
"QI-CLN-0108","QI-RAW-0108","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website development service","custom website development service","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-044",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","2,400"
"QI-CLN-0109","QI-RAW-0109","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website development company","custom website development company","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-045",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,300"
"QI-CLN-0110","QI-RAW-0110","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website development firm","custom website development firm","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-046",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","1,000"
"QI-CLN-0111","QI-RAW-0111","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom website development agency","custom website development agency","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-047",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","390"
"QI-CLN-0112","QI-RAW-0112","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","modern website design agency","modern website design agency","ENGLISH","EXACT_DUPLICATE","DUP-GRP-048",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","40"
"QI-CLN-0113","QI-RAW-0113","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","""wordpress vs custom website""","wordpress vs custom website","ENGLISH","NORMALIZED_DUPLICATE","DUP-GRP-049",3,,,,"","2026-08-06",false,"Organic search query term from keyword master list","90"
"QI-CLN-0114","QI-RAW-0114","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI","EXACT_DUPLICATE","DUP-GRP-010",5,,,,"","2026-08-06",false,"Organic search query term from keyword master list","Volume"
"QI-CLN-0115","QI-RAW-0115","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","graphic design service","graphic design service","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-050",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","14,800"
"QI-CLN-0116","QI-RAW-0116","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","unlimited graphic design service","unlimited graphic design service","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-050",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","480"
"QI-CLN-0117","QI-RAW-0117","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","freelance graphic design service","freelance graphic design service","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-051",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","590"
"QI-CLN-0118","QI-RAW-0118","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","best unlimited graphic design service","best unlimited graphic design service","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-052",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","90"
"QI-CLN-0119","QI-RAW-0119","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","custom logo design service","custom logo design service","ENGLISH","DISTINCT","",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","390"
"QI-CLN-0120","QI-RAW-0120","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","magazine design service","magazine design service","ENGLISH","DISTINCT","",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","110"
"QI-CLN-0121","QI-RAW-0121","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","graphic design service in india","graphic design service in india","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-053",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","210"
"QI-CLN-0122","QI-RAW-0122","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI","EXACT_DUPLICATE","DUP-GRP-010",5,,,,"","2026-08-06",false,"Organic search query term from keyword master list","Volume"
"QI-CLN-0123","QI-RAW-0123","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","Canva magazine template","canva magazine template","ENGLISH","DISTINCT","",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","3,600"
"QI-CLN-0124","QI-RAW-0124","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","editable magazine template free download","editable magazine template free download","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-054",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","260"
"QI-CLN-0125","QI-RAW-0125","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md","REAL_SEARCH_QUERY","digital magazine template free","digital magazine template free","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-054",1,,,,"","2026-08-06",false,"Organic search query term from keyword master list","20"
"QI-CLN-0126","QI-RAW-0126","SalesConcierge.tsx","SalesConcierge.tsx","SYNTHETIC_UI","I need independent technology advisory, vendor evaluation, or fractional CTO leadership before committing budget to a platform.","i need independent technology advisory, vendor evaluation, or fractional cto leadership before committing budget to a platform.","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Pre-written quick-start guided chip prompt",""
"QI-CLN-0127","QI-RAW-0127","SalesConcierge.tsx","SalesConcierge.tsx","SYNTHETIC_UI","I am evaluating a custom website design, website redesign, or SEO-ready web engineering project.","i am evaluating a custom website design, website redesign, or seo-ready web engineering project.","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Pre-written quick-start guided chip prompt",""
"QI-CLN-0128","QI-RAW-0128","SalesConcierge.tsx","SalesConcierge.tsx","SYNTHETIC_UI","I need guidance on SEO, AI search optimization (GEO), local lead visibility, n8n workflow automation, or CRM sales pipelines.","i need guidance on seo, ai search optimization (geo), local lead visibility, n8n workflow automation, or crm sales pipelines.","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Pre-written quick-start guided chip prompt",""
"QI-CLN-0129","QI-RAW-0129","SalesConcierge.tsx","SalesConcierge.tsx","SYNTHETIC_UI","I would like to discuss DigiXPro Systems Audit recommendations or inspect verified production evidence and case studies.","i would like to discuss digixpro systems audit recommendations or inspect verified production evidence and case studies.","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Pre-written quick-start guided chip prompt",""
"QI-CLN-0130","QI-RAW-0130","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","aapki fee kitni hai?","aapki fee kitni hai?","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0131","QI-RAW-0131","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","pricing kitni hai per month?","pricing kitni hai per month?","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0132","QI-RAW-0132","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","how much does it cost?","how much does it cost?","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0133","QI-RAW-0133","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","don't want a rebuild","dont want a rebuild","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0134","QI-RAW-0134","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","rebuild nahi chahiye pehle se live hai","rebuild nahi chahiye pehle se live hai","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0135","QI-RAW-0135","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","website redesign banani hai","website redesign banani hai","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0136","QI-RAW-0136","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","website banwani hai custom Next.js","website banwani hai custom next.js","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0137","QI-RAW-0137","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","monthly SEO karwana hai","monthly seo karwana hai","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0138","QI-RAW-0138","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","technical SEO chahiye website ke liye","technical seo chahiye website ke liye","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0139","QI-RAW-0139","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","n8n automation workflow chahiye","n8n automation workflow chahiye","HINGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0140","QI-RAW-0140","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","fractional CTO consulting roadmap","fractional cto consulting roadmap","ENGLISH","NEAR_DUPLICATE_CANDIDATE","NEAR-GRP-055",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0141","QI-RAW-0141","Tier 0 Intent Router","n8n_DataTable","SYNTHETIC_ROUTER","evidence case studies proof dekhao","evidence case studies proof dekhao","ENGLISH","DISTINCT","",1,,,,"","2026-08-28",false,"Deterministic trigger test case",""
"QI-CLN-0142","QI-RAW-0142","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","fractional ceo services","fractional ceo services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-056",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0143","QI-RAW-0143","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai automation services","ai automation services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-057",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0144","QI-RAW-0144","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","seo website design services","seo website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-058",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0145","QI-RAW-0145","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai consulting services","ai consulting services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-015",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0146","QI-RAW-0146","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","wordpress website design services","wordpress website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-059",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0147","QI-RAW-0147","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","modern website design agency","modern website design agency","ENGLISH","EXACT_DUPLICATE","DUP-GRP-048",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0148","QI-RAW-0148","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai adoption strategy","ai adoption strategy","ENGLISH","EXACT_DUPLICATE","DUP-GRP-022",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0149","QI-RAW-0149","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","business process automation","business process automation","ENGLISH","EXACT_DUPLICATE","DUP-GRP-016",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0150","QI-RAW-0150","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","fractional cto","fractional cto","ENGLISH","EXACT_DUPLICATE","DUP-GRP-060",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0151","QI-RAW-0151","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","small business website design services","small business website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-039",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0152","QI-RAW-0152","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","benefits of business process automation","benefits of business process automation","ENGLISH","EXACT_DUPLICATE","DUP-GRP-061",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0153","QI-RAW-0153","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai automation services for businesses","ai automation services for businesses","ENGLISH","EXACT_DUPLICATE","DUP-GRP-062",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0154","QI-RAW-0154","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","business automation services","business automation services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-063",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0155","QI-RAW-0155","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","business process automation software","business process automation software","ENGLISH","EXACT_DUPLICATE","DUP-GRP-064",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0156","QI-RAW-0156","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","types of it consulting services","types of it consulting services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-026",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0157","QI-RAW-0157","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","social media strategy consultant","social media strategy consultant","ENGLISH","EXACT_DUPLICATE","DUP-GRP-065",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0158","QI-RAW-0158","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","web design agency india","web design agency india","ENGLISH","EXACT_DUPLICATE","DUP-GRP-038",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0159","QI-RAW-0159","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","business process automation tools","business process automation tools","ENGLISH","EXACT_DUPLICATE","DUP-GRP-066",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0160","QI-RAW-0160","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","fractional ceo meaning","fractional ceo meaning","ENGLISH","EXACT_DUPLICATE","DUP-GRP-067",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0161","QI-RAW-0161","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","fractional ceo","fractional ceo","ENGLISH","EXACT_DUPLICATE","DUP-GRP-068",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0162","QI-RAW-0162","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","business automation","business automation","ENGLISH","EXACT_DUPLICATE","DUP-GRP-069",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0163","QI-RAW-0163","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","e commerce website design services","e commerce website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-070",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0164","QI-RAW-0164","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","web design agency","web design agency","ENGLISH","EXACT_DUPLICATE","DUP-GRP-037",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0165","QI-RAW-0165","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","strategic branding services","strategic branding services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-071",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0166","QI-RAW-0166","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","healthcare it consulting services","healthcare it consulting services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-027",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0167","QI-RAW-0167","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","responsive website design services","responsive website design services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-072",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0168","QI-RAW-0168","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai automation agency services","ai automation agency services","ENGLISH","EXACT_DUPLICATE","DUP-GRP-024",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0169","QI-RAW-0169","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","it consulting services company","it consulting services company","ENGLISH","EXACT_DUPLICATE","DUP-GRP-030",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0170","QI-RAW-0170","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","ai automation agency","ai automation agency","ENGLISH","EXACT_DUPLICATE","DUP-GRP-012",3,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
"QI-CLN-0171","QI-RAW-0171","position-tracking-report-2026-08-24.csv","position-tracking-report-2026-08-24.csv","REAL_SEARCH_QUERY","what is a fractional cto","what is a fractional cto","ENGLISH","EXACT_DUPLICATE","DUP-GRP-073",2,,,,"","2026-08-24",false,"Tracked GSC/SEMrush search term",""
